"name" "Anti-Viral Drugs"                     "stat" " 25  43    0     0     0   0   0   0   0   0    400     64     2     56    -1"   "extra" "Study and design of drugs used to aid the body to fight disease and infection."
"name" "Sub-Unit Vaccines"                    "stat" " 44   0    0     0     0   0   0   0   0   0    875     64     2     57    -1"   "extra" "Study of the components or antigens of a pathogen that best stimulate the immune system."
"name" "Nucleic Acid Vaccines"                "stat" " 44  65    0     0     0   0   0   0   0   0   1125     56     2     58    -1"   "extra" "Study of the introduction of genetic material to encode the antigen(s) against which immune response is sought."
"name" "Nano Implants"                        "stat" " 45 180    0     0     0   0   0   0   0   0   2200     28     2     59    -1"   "extra" "Study and design of nano devices that non-invasively remotely monitor or modulate biological systems."
"name" "Cybernetics"                          "stat" " 32  46    0     0     0   0   0   0   0   0   1700     62     2     60    -1"   "extra" "Study of communications and automated control systems in both machines and living beings."
"name" "Deep Tissue Imaging"                  "stat" " 47   0    0     0     0   0   0   0   0   0    825     72     2     61    -1"   "extra" "Development of techniques that allow detection of biological features at the cellular level with sufficient resolution to aid in the evaluation and diagnosis of ailments."
"name" "Computational Microscopy"             "stat" " 47   0    0     0     0   0   0   0   0   0    825     67     2     62    -1"   "extra" "Study and design of medical imaging technologies that combine algorithmic reconstruction with sensing to capture microscopic images of objects."
"name" "Xenotransplantation"                  "stat" " 29  48    0     0     0   0   0   0   0   0   1125     28     2     63    -1"   "extra" "Study of the use of strange or alien organs to replace diseased or defective organs in compatible patients."
"name" "Robitic Delivery Capsules"            "stat" " 49 154    0     0     0   0   0   0   0   0   1300     46     2     64    -1"   "extra" "Study and design of automated drug delivery systems that can be ingested, injected, or inserted inside patients that allow automated delivery of a dosage."
"name" "DNA"                                  "stat" " 50   0    0     0     0   0   0   0   0   0   1050     71     2     65    -1"   "extra" "Study of the molecule (DNA - deoxyribonucleic acid) that carries genetic information for the development and functioning of an organism."
"name" "Cellular Repair"                      "stat" " 50   0    0     0     0   0   0   0   0   0   1050     76     2     66    -1"   "extra" "Study and design of chemicals that aid or speed up the repair of cells."
"name" "Cloning"                              "stat" " 51   0    0     0     0   0   0   0   0   0    575     31     2     67    -1"   "extra" "Study of the creation of a genetic copy of an organism"
"name" "Genetic Logic Gating"                 "stat" " 52   0    0     0     0   0   0   0   0   0   1225     40     2     68    -1"   "extra" "Study of the use of biological entities to create a system that controls the expression of genes via selection paths that mimic electronic logic gates."
"name" "Nanoparticle Delivery Systems"        "stat" " 53 180    0     0     0   0   0   0   0   0   2475     46     2     69    -1"   "extra" "Study and engineering of technologies that use nanoparticles for the targeted delivery and release of therapeutic agents."
"name" "3D Bioprinting"                       "stat" " 55   0    0     0     0   0   0   0   0   0   1900     39     2     70    -1"   "extra" "Study and use of additive manufacturing techniques that combine cells, growth factors, biomaterials, etc. to fabricate functional structures that augment or replicate biological counterparts."
"name" "Antimicrobial Resistance"             "stat" " 56   0    0     0     0   0   0   0   0   0    425     60     2     71    -1"   "extra" "Study of the increase in resistance of pathogens to various medicines meant to control or eliminate their replication or spread."
"name" "Recombinant Protein Vaccines"         "stat" " 57   0    0     0     0   0   0   0   0   0    900     49     2     72    -1"   "extra" "The use of Recombinant DNA Experiments to produce vaccines that use one organism to produce antigens for another."
"name" "DNA Plasmid Vaccines"                 "stat" " 58   0    0     0     0   0   0   0   0   0   1150     42     2     73    -1"   "extra" "Study and use of genetically engineered plasmids that contain a DNA sequence used to encode an antigen to observe an immunological response and produce successful vaccines."
"name" "Neurocellular Surgery"                "stat" " 59   0    0     0     0   0   0   0   0   0   2225     28     2     74    -1"   "extra" "Study and use of surgical procedures that modify an organisms brain to 1) reverse the effects of disease, illness, mental disorders, etc.; 2) insert, implant, or install a biological device; and / or 3) enhance / improve a specific brain function."
"name" "Advanced Cybernetics"                 "stat" " 59  60    0     0     0   0   0   0   0   0   2225     44     2     75    -1"   "extra" "Study and engineering of advanced communications and automated control systems in both machines and living beings and their integration into a common organism / machine."
"name" "Real-Time Medical Imaging"            "stat" " 61  62  249     0     0   0   0   0   0   0   1875     65     2     76    -1"   "extra" "Use and integration of Deep Tissue Imaging and Computational Microscopy via advanced computer systems to enable the real-time capture and study of the subject organism's underlying biological state at the nanoscale."
"name" "Injectable Nanofibers"                "stat" " 64  69    0     0     0   0   0   0   0   0   2575     36     2     77    -1"   "extra" "Study and engineering of structures on the nanoscale that have adaptable surface functions that can be used in myriad applications including drug delivery, medical treatment, wound healing, or even contraception."
"name" "Recombinant DNA Experiments"          "stat" " 52  65    0     0     0   0   0   0   0   0   1225     40     2     78    -1"   "extra" "Study of the combination of DNA from two or more sources."
"name" "Cellular Transmutation"               "stat" " 66  81    0     0     0   0   0   0   0   0   1300     49     2     79    -1"   "extra" "Study and design of chemicals that can turn on or off genes to affect changes at the cellular level."
"name" "Somatic Cell Nuclear Transfer"        "stat" " 67   0    0     0     0   0   0   0   0   0    600     30     2     80    -1"   "extra" "Study of the laboratory process that creates a viable embryo from a somatic (body) to an oocyte (egg) cell via taking the denucleated (removed nucleus) oocyte cell and implanting the donor somatic cell nucleus to aid in the cloning process."
"name" "Epigenomic Editing"                   "stat" " 68   0    0     0     0   0   0   0   0   0   1250     35     2     81    -1"   "extra" "Study and use of various technologies to alter the epigenome (expression / non expression of various genes) of an organism."
"name" "Artificial Skin"                      "stat" " 70   0    0     0     0   0   0   0   0   0   1925     24     2     82    -1"   "extra" "Design, engineering, and manufacture of organism coverings that are either a direct or augmented replacement to the organism's skin or outer covering."
"name" "3D-Printed Organs"                    "stat" " 70   0    0     0     0   0   0   0   0   0   1925     34     2     83    -1"   "extra" "Use of additive manufacturing techniques to create replacement organs for an organism."
"name" "Electroactive Polymers"               "stat" " 70   0    0     0     0   0   0   0   0   0   1925     19     2     84    -1"   "extra" "Study and use of materials that change size or shape when stimulated by an electric field."
"name" "Microanima"                           "stat" " 71   0    0     0     0   0   0   0   0   0    450     30     2     85    -1"   "extra" "Study of microscopic organisms, pathogens or otherwise that either contribute or inhibit disease or illness."
"name" "Virus-Like Particles"                 "stat" " 72   0    0     0     0   0   0   0   0   0    925     34     2     86    -1"   "extra" "Use of portions of the pathogen that prompt an immune response similar to that of the entire pathogen."
"name" "mRNA Vaccines"                        "stat" " 73   0    0     0     0   0   0   0   0   0   1175     27     2     87    -1"   "extra" "Vaccines based on messenger RNA (an intermediary between DNA and protein) that elicit an immune response similar to the pathogen."
"name" "Wetware"                              "stat" " 74  75  118     0     0   0   0   0   0   0   3575     23     2     88    -1"   "extra" "Design, engineering, and fabrication of devices (Wetware) implanted into an organism's brain via the use of surgical procedures - this integration of Wetware can dramatically enhance various brain functions."
"name" "Extended Life Spans"                  "stat" " 76  92    0     0     0   0   0   0   0   0   2500     27     2     89    -1"   "extra" "Study and use of various technologies that can dramatically extend the life of an organism."
"name" "Chimeric Viruses"                     "stat" " 52  78   95     0     0   0   0   0   0   0   1425     25     2     90    -1"   "extra" "Use of genetic engineering techniques that create chimeric viruses that contain genetic information from and display biological properties of different parent viruses."
"name" "Viral DNA"                            "stat" " 78   0    0     0     0   0   0   0   0   0   1250     11     2     91    -1"   "extra" "Study and creation of DNA that is replicated via a polymerase (an enzyme that synthesizes DNA components) that may have viral or anti-viral properties."
"name" "Genetic Disorder Reversal"            "stat" " 79   0    0     0     0   0   0   0   0   0   1325     49     2     92    -1"   "extra" "Study of various technologies and laboratory techniques that can be used to reverse genetic disorders including the use of epigenomics to change the expression state of various genes to reverse cellular mutation."
"name" "Molecular Circuits"                   "stat" " 81   0    0     0     0   0   0   0   0   0   1275     34     2     93    -1"   "extra" "Study, design, and implementation of various techniques that can create more advanced cellular automata via the combination of Genetic Logic Gates into more complex systems akin to the use of electrical components to create electrical circuits."
"name" "Synthetic Bioreplacements"            "stat" " 82  83   84     0     0   0   0   0   0   0   2000     14     2     94    -1"   "extra" "Integration of various technologies to create direct replacements to an organism's internal and external biological components."
"name" "Advanced Bacteriology"                "stat" " 85   0    0     0     0   0   0   0   0   0    475     29     2     95    -1"   "extra" "Integration of microorganism study with microanima to expand the study to include all various forms of microscopic life, its form and function."
"name" "Chimeric Vaccines"                    "stat" " 86  90    0     0     0   0   0   0   0   0   1575     28     2     96    -1"   "extra" "Use of chimeric viruses to serve as the backbone for the development of vaccines."
"name" "Recombinant Vector Vaccines"          "stat" " 78  87    0     0     0   0   0   0   0   0   1375     32     2     97    -1"   "extra" "Use of vectors (harmless viruses or bacteria) to induce genetic material into cells to elicit an immune response similar to that of the entire pathogen."
"name" "Cyberpilot"                           "stat" " 88 109    0     0     0   0   0   0   0   0   3600     28     2     98    -1"   "extra" "Integration of Wetware and surgical procedures to enhance an organism's ability to respond to stimuli, especially those involved with the piloting of a vehicle that requires fast reflexes."
"name" "Synthetic Chromosomes"                "stat" " 90 143    0     0     0   0   0   0   0   0   1450     13     2     99    -1"   "extra" "Integration of various technologies to fabricate chromosomes that are artificial, but perform similarly or even better than their natural analogs."
"name" "Dormant Virus"                        "stat" " 91   0    0     0     0   0   0   0   0   0   1275     10     2    100    -1"   "extra" "Integration of various technologies to create virus that can be turned on or expressed at some point in the future via internal or external stimuli."
"name" "DNA Storage"                          "stat" " 78  93    0     0     0   0   0   0   0   0   1325     35     2    101    -1"   "extra" "Study and design of techniques that can be used to store and retrieve information biologically through the use of DNA."
"name" "Artificial Prokaryotes"               "stat" " 93 104    0     0     0   0   0   0   0   0   1550     14     2    102    -1"   "extra" "Integration of various technologies to allow the creation of artificial microscope life."
"name" "Organoids"                            "stat" " 94 107    0     0     0   0   0   0   0   0   2600     10     2    103    -1"   "extra" "Study, design, and creation of a miniaturized version of an organ that replicates its key functional, structural, and biological complexity."
"name" "Guardian Bacteria"                    "stat" " 90  95    0     0     0   0   0   0   0   0   1450     26     2    104    -1"   "extra" "Study, design, and creation of artificial microorganisms that increase the parents organism's resistance to disease, illness, mutation, or other disorders."
"name" "Spore Delivery"                       "stat" " 95   0    0     0     0   0   0   0   0   0    500     27     2    105    -1"   "extra" "Study, design, engineering, and development of systems that allow the delivery or introduction of microorganisms into an environment, region, or even individual organism."
"name" "Cure For Necrosis"                    "stat" " 96  97  108     0     0   0   0   0   0   0   1800     20     2    106    -1"   "extra" "Integration of various technologies that can cure various diseases, including Necrosis."
"name" "Synthetic Biological Cells"           "stat" " 99   0    0     0     0   0   0   0   0   0   1475      9     2    107    -1"   "extra" "Advancement in synthetic chromosome technology that allows the assemblage of those chromosomes into an artificial, self-replicating cell."
"name" "Necrosis"                             "stat" "100 105    0     0     0   0   0   0   0   0   1500      7     2    108    -1"   "extra" "Integration of various technologies to methods that can be integrated into various weapons that can cause widespread disease in a populace of organisms."
"name" "DNA Computers"                        "stat" "101   0    0     0     0   0   0   0   0   0   1350     35     2    109    -1"   "extra" "Integration of various technologies to use the DNA molecule as a form of computation device to calculate mathematical constructs and solve problems."
"name" "Artifical Microanima"                 "stat" "102 107    0     0     0   0   0   0   0   0   1625     10     2    110    -1"   "extra" "Integration of various technologies to create artificial microorganisms."
"name" "Genetically-Modified Organs"          "stat" "103   0    0     0     0   0   0   0   0   0   2625     10     2    111    -1"   "extra" "Integration of various technologies to create designer (genetically-modified) organs to either cure disease or enhance function."
"name" "Hybrid Microbots"                     "stat" " 77 104  192     0     0   0   0   0   0   0   2925      5     2    112    -1"   "extra" "Integration of various technologies that allows the creation of microscopic robots that can perform myriad functions."
"name" "Synthetic Embryos"                    "stat" " 80 107    0     0     0   0   0   0   0   0   1600     17     2    113    -1"   "extra" "Integration of various technologies that allows the creation of artificial embryos."
"name" "Necrobiotics"                         "stat" "108   0    0     0     0   0   0   0   0   0   1525      3     2    114    -1"   "extra" "Study and practice of using biotic materials or dead organisms to create microrobotic components."
"name" "Optogenetics"                         "stat" "109 237    0     0     0   0   0   0   0   0   2750     51     2    115    -1"   "extra" "Study of the use of light to control cells and their function."
"name" "Artificial Neurons"                   "stat" "110   0    0     0     0   0   0   0   0   0   1650      6     2    116    -1"   "extra" "integration of various technologies that can create artificial brain cells (neurons)."
